transcript_id,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBtr0350384,3860,4390,3714,3474,3749,3399,6099,4700,6305,4479,4593
FBtr0350385,257,146,153,69,140,115,304,99,165,54,109
FBtr0353254,4,0,3,4,4,4,0,0,0,2,0
FBtr0363313,473,584,251,911,749,1278,630,561,545,510,894
FBtr0363312,20,17,27,23,28,7,16,10,14,12,6
FBtr0363311,0,0,0,0,0,0,0,0,0,0,0
FBtr0363310,0,0,0,0,0,0,0,0,0,0,0
FBtr0363317,91768,44037,42306,342679,102015,103917,120424,44546,56194,93274,362458
FBtr0363316,0,0,0,0,0,0,0,0,0,0,0
FBtr0363315,929,853,803,710,531,666,868,336,628,444,365
FBtr0363314,3246,3645,3245,2783,2812,2272,4856,3736,4968,3251,2869
FBtr0363319,782,709,0,186,123,456,1475,598,538,899,2485
FBtr0363318,0,0,0,0,0,0,0,0,0,0,0
FBtr0360756,1423,1882,792,995,1882,846,1415,2529,3009,2384,1614
FBtr0360757,7514,9750,7386,10671,12143,9779,7920,9524,8212,12919,9553
FBtr0360754,1455,1687,915,1824,2260,1981,1981,1298,1475,1687,2096
FBtr0360755,182,294,192,226,188,364,195,153,218,177,181
FBtr0360752,103,88,73,80,83,58,1099,163,204,28,86
FBtr0360753,20426,26371,21372,20104,11921,15164,24597,22743,27123,13967,11692
FBtr0360750,359,238,13,0,0,0,126,0,326,0,0
FBtr0360751,8039,24245,9114,20216,21230,22938,25369,5988,23559,21299,16340
FBtr0360758,0,0,0,0,0,0,0,0,0,0,0
FBtr0360759,2584,2355,2198,1959,2135,2099,2813,2157,3206,2097,2028
FBtr0361805,0,0,0,0,0,0,0,0,0,0,0
FBtr0361804,9,1,1,0,0,9,0,0,1,0,1
FBtr0361807,0,0,0,0,0,0,0,0,0,0,0
FBtr0361806,355,482,2325,0,0,1966,340,613,466,0,517
FBtr0364833,1474,1779,1559,1100,1379,1254,2167,1196,1699,1729,1450
FBtr0364832,417,515,554,1403,421,326,517,1374,626,421,342
FBtr0361803,78,401,664,222,202,328,686,625,736,195,226
FBtr0364830,255,145,158,137,194,192,263,143,123,145,167
FBtr0225084,1240,1315,960,493,469,469,1279,856,1257,381,317
FBtr0225085,1671,1933,1421,1660,1939,1513,2309,2063,2163,1466,1555
FBtr0225082,5798,6214,5467,6071,6210,5813,7734,6072,7425,5966,6025
FBtr0361808,6759,6911,5157,6118,6504,6590,7990,5833,6532,6244,5318
FBtr0225080,149,197,329,337,281,323,216,424,233,415,279
FBtr0225081,2487,2652,1834,2047,1931,1581,3005,2634,3184,2027,5503
FBgn0195844,0,0,0,0,0,0,0,0,0,0,2
FBtr0211934,0,0,6,5,0,0,0,0,4,5,8
FBtr0211931,16201,5374,4990,14225,16683,14238,6903,5793,7030,14623,14654
FBtr0211933,28328,24805,24117,24822,26448,18904,38713,29253,34219,19202,20529
FBtr0358238,196,199,175,182,178,93,80,172,186,176,72
FBtr0358239,309,192,263,3994,165,253,116,3515,157,155,171
FBtr0358232,7025,6846,5994,6910,7054,6066,8593,7283,9059,6211,5983
FBtr0358233,68,187,93,0,0,7,152,0,314,3,0
FBtr0358230,0,719,0,1379,0,2000,942,0,850,1744,1653
FBtr0358231,4010,4141,3929,4906,5804,6561,4745,4316,4873,4866,4193
FBtr0358236,1190,1368,1051,1236,1131,1042,1708,1431,1855,1494,1221
FBtr0358237,10,0,0,0,0,4,11,0,0,0,0
FBtr0358234,43054,41454,40253,45658,49221,37553,67266,53871,56461,41691,45437
FBtr0358235,4257,5599,3318,5495,6514,4864,7973,5029,8308,6953,7152
FBtr0223901,11,29,28,15,18,3,24,39,14,17,10
FBtr0223900,1254,1343,1332,927,1085,1114,1551,1219,1892,965,901
FBtr0223904,12,0,0,54,46,45,8,12,0,27,35
FBtr0223906,3969,4391,3833,2583,2902,1406,7413,4608,6465,2935,2019
FBtr0223909,7447,8498,7575,7670,8167,8528,9581,8236,10535,7913,7501
FBtr0362868,20,11,4,72,68,48,13,5,30,30,45
FBtr0362869,122,128,99,350,74,179,299,107,330,217,53
FBtr0362866,247,420,254,301,382,337,478,314,336,289,273
FBtr0362867,142,191,190,272,178,389,215,118,187,268,305
FBtr0362864,7,37,6,21,9,259,15,359,16,9,15
FBtr0362865,0,171,0,277,299,0,287,0,0,483,257
FBtr0362862,2845,3175,2769,2902,3184,2604,4303,3180,4432,3014,3155
FBtr0362863,512,454,483,249,243,451,476,364,518,385,463
FBtr0362860,107,112,83,103,74,118,171,94,77,81,117
FBtr0362861,283,138,284,275,116,433,158,105,285,212,469
FBtr0224022,1282,1241,1091,1334,1426,1206,1782,1894,1632,1141,1145
FBtr0224020,325,240,263,67,45,72,317,205,444,95,47
FBtr0224028,1631,2339,1729,1615,1868,1843,2279,2521,2369,1537,2313
FBtr0360589,9179,13976,12105,12111,12562,12809,14053,10221,11734,10487,9263
FBtr0363163,0,0,0,2,0,0,0,0,0,0,0
FBgn0270288,163,190,219,161,204,225,267,190,205,260,161
FBtr0363168,0,0,0,8,4,0,0,0,0,0,0
FBtr0363169,61,44,83,18,16,105,0,22,24,0,17
FBtr0212778,1019,1376,1029,545,668,509,1514,1235,1453,703,628
FBtr0355148,2997,3185,2743,3037,3482,2953,4507,3216,4168,3061,3039
FBtr0355147,15781,19994,9632,14325,24998,22704,13571,14964,12563,15504,11938
FBtr0212777,12163,12699,11093,8888,9712,6214,15262,11932,16219,8060,5191
FBtr0212774,52,61,41,99,66,96,60,52,39,62,15
FBtr0212775,136,142,111,49,69,54,85,108,86,19,38
FBtr0355143,517,487,373,394,383,470,408,470,527,329,451
FBtr0355142,3176,7757,3035,2040,7763,7263,9106,3097,9296,6621,6026
FBtr0355141,2,4,1,1,1,7,1,1,2,2,2
FBtr0355140,67,831,781,1015,985,0,1069,761,0,931,718
FBtr0223277,46,0,8,0,0,0,4,4,0,5,0
FBtr0223272,4,2,0,7,0,2,10,0,2,4,0
FBtr0213799,928,932,847,999,1081,771,1388,999,1297,1002,819
FBtr0213792,130,46,37,190,116,82,132,78,64,67,114
FBtr0213791,5523,6151,5780,5906,6013,5351,7977,6111,7839,5381,5465
FBtr0213795,789,685,599,404,455,393,889,726,1101,503,496
FBtr0213794,32268,31282,29311,30271,34700,26004,52476,37065,48851,31900,33726
FBtr0351248,0,0,0,0,0,0,0,0,0,0,0
FBtr0351249,565,460,348,472,423,404,435,404,618,383,422
FBtr0213429,2921,3451,2863,2768,2826,2712,4183,3556,4364,2619,2509
FBtr0213428,4,15,20,8,15,8,23,12,18,0,0
FBtr0351240,343,503,764,242,819,181,679,1098,747,1103,201
FBtr0213424,196,270,193,229,290,239,201,193,234,223,219
FBtr0351242,4145,4139,3402,3617,3957,3475,4486,3835,4887,3720,3566
FBtr0213426,3616,3747,3200,2102,2678,2103,4214,3615,4568,2722,2478
FBtr0351244,27,0,0,0,0,0,0,0,0,0,0
FBtr0351245,0,0,0,0,0,0,0,0,0,0,0
FBtr0351246,0,0,0,0,0,0,0,0,0,0,0
FBtr0351247,195,253,220,9,305,466,414,299,256,278,475
FBtr0222877,2934,2584,2468,2901,3062,2487,3704,2819,3606,2492,2623
FBtr0222875,0,0,4,0,0,2,4,1,16,0,7
FBtr0210219,1009,945,929,862,847,1207,967,858,1064,1038,801
FBtr0210214,782,985,824,1132,1178,945,1530,1097,1413,1189,1199
FBtr0210213,790,742,665,882,1227,705,1283,808,923,879,934
FBtr0210210,1608,1363,1202,7394,8362,7413,1546,1082,1483,9484,9931
FBtr0359231,0,0,0,0,0,0,0,0,0,0,0
FBtr0218768,1637,1540,1234,1473,1413,1157,2606,1805,2515,1840,1959
FBtr0218762,929,839,442,327,138,91,595,317,236,69,96
FBtr0218767,6559,7256,6851,7812,7814,6232,9971,7312,10251,7986,7655
FBtr0359233,0,2697,1737,1564,1754,0,2356,1410,0,0,0
FBtr0218765,9877,9823,8885,9797,10101,8171,13922,10326,13750,9139,9434
FBtr0218764,3512,1685,1022,1254,517,911,2295,2129,1897,1703,1697
FBtr0359232,0,0,0,0,0,0,0,0,0,0,0
FBtr0219117,1668,1544,1625,1480,1431,1333,2296,1765,2231,1381,1370
FBtr0359236,713,818,832,1298,1007,727,880,946,945,732,633
FBtr0215067,4,3,18,3,0,0,8,6,8,8,0
FBtr0355978,15129,17015,17454,14984,16187,16531,19970,17808,24313,19471,18029
FBtr0355979,3779,2420,3453,3000,2237,2656,4479,4173,4429,1937,2071
FBtr0355976,0,0,0,0,0,0,0,0,0,0,0
FBtr0355977,155,216,139,296,71,270,1,0,268,173,0
FBtr0355974,153,118,100,28,40,18,152,96,87,9,35
FBtr0355975,651,582,606,611,481,827,829,572,746,619,639
FBtr0355972,285,638,688,680,219,695,657,0,0,614,654
FBtr0355973,8260,8955,7933,5408,5376,5569,9963,8557,10983,5205,5122
FBtr0355970,4399,4799,4029,5064,5824,6080,6144,5836,6138,4982,4608
FBtr0355971,12,24,8,0,20,0,24,20,20,10,15
FBtr0359622,2,2,2,2,2,2,2,2,3,2,2
FBtr0359623,40,24,27,109,50,12,67,25,0,28,23
FBtr0359620,6035,6029,5002,4787,5198,4368,8330,6188,7917,5229,6940
FBtr0359621,162,110,100,144,105,176,144,170,245,137,152
FBtr0359626,13788,14722,13369,14724,16102,15888,17420,14686,18512,14488,14260
FBtr0359627,0,0,0,0,0,0,0,0,0,0,0
FBtr0359624,0,0,0,0,0,0,0,0,0,0,0
FBtr0359625,4847,5518,4789,4555,4970,4749,7244,5889,7090,4865,4595
FBtr0359628,116046,122089,108751,117149,128893,132042,152328,123055,159341,124384,119893
FBtr0359629,64,95,80,44,249,66,126,100,102,38,91
FBtr0353480,167,4,369,362,0,336,83,178,71,75,224
FBtr0353481,3267,3749,2607,3196,2825,1987,4192,3498,3402,2099,1750
FBtr0353482,0,0,0,0,4,4,0,4,4,11,0
FBtr0353483,132,137,122,183,94,213,197,149,177,157,173
FBtr0353484,18,3,0,8,7,20,15,6,14,15,13
FBtr0353485,5119,4189,3572,2686,3492,3721,5691,4921,6983,4234,4270
FBtr0353486,0,0,0,0,0,0,0,0,0,0,0
FBtr0353487,197,274,481,215,606,765,514,394,1543,466,776
FBtr0353488,330,213,214,117,67,128,236,207,206,96,175
FBtr0353489,74,0,4,4,0,0,13,4,0,0,0
FBtr0215689,40,40,42,47,53,29,62,35,72,54,34
FBtr0215688,9,9,4,5,18,13,9,12,23,19,8
FBtr0215683,70,228,45,178,183,94,84,146,64,86,121
FBtr0215687,1324,1366,1094,1428,1412,1334,2438,1814,1786,1164,1218
FBtr0224922,949,830,766,892,765,701,977,826,908,685,690
FBtr0354599,2005,2539,2187,1372,1718,1221,2395,2428,2380,1374,1140
FBtr0224921,19518,23944,17402,14646,13987,11143,25209,16582,25518,12390,12093
FBtr0354593,4252,3922,3817,4326,4221,3355,6646,4397,5700,4459,4858
FBtr0354592,1591,758,805,590,1117,836,654,437,720,715,554
FBtr0354591,88,1175,109,632,660,1376,96,116,140,72,64
FBtr0354590,6,12,4,7,4,26,3,20,3,18,8
FBtr0354597,761,847,785,543,527,560,1020,694,1152,698,583
FBtr0354596,29,30,8,17,28,12,22,30,7,8,10
FBtr0354595,0,0,0,0,0,0,7,0,0,0,0
FBtr0354594,3719,3904,4288,4490,1162,5476,3637,3568,4847,4135,4027
FBtr0217685,2206,2037,1729,1782,1811,1497,2913,2098,2731,1544,1773
FBtr0352289,0,0,0,0,0,0,0,0,1,0,0
FBtr0352288,11102,10334,9094,7930,8457,6731,15203,10990,13809,8708,8855
FBtr0352285,0,12,0,0,4,0,0,15,0,0,8
FBtr0352284,44,52,25,25,21,30,16,23,36,12,2
FBtr0352287,7246,6810,7213,8420,9333,9743,7808,6523,9056,9062,8414
FBtr0352286,0,0,0,0,0,0,0,0,0,0,0
FBtr0352281,14,7,0,15,0,6,0,0,11,2,4
FBtr0352280,0,0,0,0,0,0,0,0,0,0,0
FBtr0352283,1324,1453,1400,1562,1569,1344,1471,1366,1538,1370,1278
FBtr0352282,12132,14195,11771,19285,19330,27712,17796,13968,13973,17873,17675
FBtr0216080,6,32,30,4,0,0,32,6,7,4,11
FBtr0216081,18762,20959,19245,22148,23026,21392,26310,20818,28039,21464,21071
FBtr0216082,3129,3017,2777,2763,2639,2034,3681,2432,3287,2186,2400
FBtr0354629,1665,2915,1507,1551,0,4167,1709,1090,1944,1298,2294
FBtr0354628,637,274,341,420,2144,1481,863,202,219,915,1696
FBtr0354625,83260,80008,72523,82783,92493,66362,114580,77725,106289,74347,78376
FBtr0354624,7453,7431,1993,3318,3191,2395,9540,6374,9029,3822,3743
FBtr0354627,6854,5810,6786,8133,7441,10050,9907,7376,6333,6846,6596
FBtr0354626,74,113,76,440,249,0,157,79,64,36,524
FBtr0354621,832,652,867,489,535,358,676,713,947,927,364
FBtr0354620,0,0,0,315,407,279,309,0,0,321,328
FBtr0354623,10342,11528,10609,10359,10637,11743,14213,10751,14835,10992,11015
FBtr0354622,92230,97433,84691,120569,134041,126075,135036,110413,142162,136889,127535
FBtr0217357,4958,5409,4607,5332,6076,4869,8770,6592,8275,6506,6353
FBtr0217354,13333,12157,11331,12804,14527,10598,18981,12958,17439,10375,11589
FBtr0217359,0,0,0,0,0,0,90,42,39,0,0
FBtr0352757,18934,17424,16305,14600,15154,16498,18506,11358,15171,11972,10064
FBtr0352756,315,483,532,456,491,409,626,481,654,474,372
FBtr0352755,327,432,396,307,291,302,439,393,439,465,315
FBtr0352754,0,0,0,0,0,0,411,0,0,93,151
FBtr0352753,6,2,9,0,2,0,8,10,15,0,0
FBtr0352752,0,0,109,0,0,0,0,0,0,0,0
FBtr0352751,0,0,0,2,0,0,0,0,0,0,2
FBtr0352750,907,1025,1243,725,1004,1232,1653,1052,1808,1021,1200
FBtr0352759,223,335,219,248,249,133,53,202,215,285,47
FBtr0352758,2788,3128,2285,2829,2831,4662,3445,2562,3127,3555,2851
FBtr0348369,0,0,0,0,0,0,0,0,0,0,36
FBtr0348368,1889,390,935,341,2362,2501,1425,256,2217,206,435
FBtr0348361,2617,3200,2900,2875,1553,3721,3515,2469,5916,2029,2802
FBtr0348360,2292,2656,3850,0,702,0,6388,5140,4808,0,0
FBtr0348363,20,0,0,0,12,0,0,0,0,0,4
FBtr0348362,122,72,57,72,67,131,78,80,78,129,83
FBtr0348365,2230,2314,2148,2185,2118,1857,2977,2591,2990,2205,2053
FBtr0348364,76,140,95,55,71,46,140,85,157,59,40
FBtr0348367,178,236,218,315,18,473,187,2747,932,190,333
FBtr0348366,1062,492,709,546,1380,468,1480,1159,819,1803,887
FBtr0360576,422,563,548,526,510,355,1066,590,612,533,953
FBtr0360577,20371,25473,19965,19510,27681,21021,23345,23536,27671,22289,19931
FBtr0360578,31230,12830,27870,7627,11925,21447,11367,16366,10372,4377,13969
FBtr0364769,7749,8212,7514,8278,8704,7537,12345,8301,11920,8254,8397
FBtr0364768,63,2457,1490,1097,1609,1819,1692,2301,1909,94,22
FBtr0364763,0,111,162,325,357,134,295,120,184,408,131
FBtr0364762,511,551,0,0,98,0,383,0,0,0,0
FBtr0364761,54,50,0,0,0,0,0,108,0,0,0
FBtr0364760,277,1,0,0,1,405,238,281,213,0,368
FBtr0364767,201,178,45,123,89,258,401,158,223,261,160
FBtr0364766,0,0,0,0,0,0,0,0,0,0,0
FBtr0364765,279,410,196,41,165,59,336,107,252,78,386
FBtr0364764,25918,29129,25756,26781,27820,37320,33136,27625,36179,32918,31799
FBtr0349018,9765,11618,11006,10355,10382,11686,12894,10792,14006,9822,10731
FBtr0349019,2436,2021,1702,1036,1003,1528,2743,1662,1816,1278,1208
FBtr0349010,1309,1525,1356,1752,1950,1917,1737,1398,1722,1877,1753
FBtr0349011,0,889,524,0,0,828,616,0,706,0,0
FBtr0349012,341,372,348,218,255,194,565,373,515,148,143
FBtr0349013,88,176,82,410,200,183,174,208,140,105,182
FBtr0349014,5671,6500,5925,6269,6063,7218,7723,6693,8452,7326,6829
FBtr0349015,2109,2106,2765,5818,2158,7479,8730,2053,11822,4232,2619
FBtr0349016,115,164,115,159,175,187,97,96,100,87,146
FBtr0349017,0,10,18,20,0,25,22,0,21,13,0
FBtr0363933,1956,1019,1554,305,1434,851,803,3,1420,662,1160
FBtr0363932,44802,42828,38395,29690,31469,26333,52806,40307,52766,27507,26947
FBtr0363931,8,0,0,18,0,16,7,10,11,0,5
FBtr0363930,0,0,0,0,0,0,0,0,0,0,0
FBtr0363937,1960,3666,1695,1738,1841,1653,1858,2886,6148,2921,1027
FBtr0363936,0,0,0,0,0,0,0,0,0,0,0
FBtr0363935,49,48,111,0,53,0,78,61,67,0,58
FBtr0363934,34101,39821,36328,46037,48501,47078,47495,37745,49626,43370,44709
FBtr0363939,23,15,12,0,0,0,18,0,5,17,4
FBtr0363938,19,37,50,45,91,55,58,25,45,48,38
FBtr0352820,4,4,0,4,7,10,0,10,4,16,0
FBtr0363685,6,0,0,0,4,7,15,10,12,8,12
FBtr0363684,702,696,543,163,149,137,620,485,593,119,149
FBtr0361278,0,0,0,0,0,0,0,0,0,0,0
FBtr0363686,82,41,17,56,48,133,143,73,84,36,53
FBtr0363681,341,323,457,513,345,594,639,358,327,421,389
FBtr0363680,911,676,1234,667,1498,476,990,727,983,866,514
FBtr0363683,70,37,31,4,32,12,50,29,69,44,8
FBtr0363682,976,1260,759,1183,1206,1451,1601,1208,1431,1128,979
FBtr0361272,369,0,0,165,115,0,272,123,150,114,106
FBtr0361273,0,8,0,19,3,0,5,23,5,5,0
FBtr0361270,0,0,0,0,0,0,0,0,0,0,0
FBtr0361271,2,2,2,2,2,2,2,2,2,2,2
FBtr0363689,100,57,9,0,0,0,75,98,0,0,0
FBtr0361277,0,0,0,60,34,0,49,0,0,32,43
FBtr0361274,0,0,0,0,138,0,0,0,0,0,148
FBtr0361275,235,183,167,171,209,176,224,196,194,255,204
FBtr0221859,0,0,0,0,0,0,0,0,0,0,0
FBtr0221858,0,0,0,0,0,0,0,0,0,0,0
FBtr0351088,3031,5647,3062,3749,5259,4892,6073,4985,3933,4972,3439
FBtr0351089,130,350,171,108,303,320,228,2,237,155,91
FBtr0351086,12538,12796,11138,11486,12333,11283,12681,12431,11978,11482,8466
FBtr0351087,948,899,769,1234,770,1709,2054,857,697,1631,1587
FBtr0351084,0,0,0,0,0,0,2,1,0,0,0
FBtr0351085,1575,1746,806,538,1388,1563,533,525,2224,612,1017
FBtr0351082,840,1064,927,5259,1907,1500,5403,2222,2414,5753,4503
FBtr0351083,21767,24831,22854,24559,28128,30499,25599,21638,26877,26195,24375
FBtr0351080,234,174,0,279,0,305,0,286,209,146,171
FBtr0351081,358,370,301,479,1597,938,493,223,546,562,379
FBtr0214536,4,0,0,4,0,0,0,0,0,0,0
FBtr0214535,0,0,0,8,0,0,0,0,0,0,0
FBtr0214532,14,0,0,0,0,0,4,0,0,0,0
FBtr0214533,0,8,0,7,0,0,0,0,4,0,0
FBtr0214538,22,42,28,12,14,12,35,45,29,18,24
FBtr0214539,0,0,0,0,0,0,4,0,0,0,0
FBtr0219167,31431,35450,31546,32564,38716,38309,36477,30889,38263,33438,32710
FBtr0219164,27889,7430,30166,155,169,521,90820,48750,56751,410,160
FBtr0219162,31,32,44,27,24,14,90,64,59,9,10
FBtr0219163,25,11,29,0,4,5,36,15,31,14,0
FBtr0360653,3482,4197,3097,2652,2575,2757,3200,3708,4685,3417,2837
FBtr0360652,4159,5183,4550,4917,5381,5926,6066,4499,6722,5401,5773
FBtr0360651,99,0,0,0,96,131,100,0,105,109,0
FBtr0360650,40,0,0,0,0,0,5,0,0,0,0
FBtr0360657,9429,10845,12207,7387,8458,6504,16126,6565,14717,14888,6769
FBtr0360656,326,323,328,298,382,357,410,401,374,388,328
FBtr0360655,0,0,0,0,0,0,18,0,0,0,6
FBtr0360654,8,0,0,3,0,5,0,8,5,6,0
FBtr0360659,291,438,307,414,432,431,418,298,339,425,300
FBtr0360658,503,418,431,513,724,552,725,494,480,423,498
FBtr0353291,0,0,0,0,6,8,0,0,0,0,0
FBtr0353290,246,369,313,56,61,75,243,249,230,50,25
FBtr0350027,553,840,790,1612,1853,2684,887,810,863,2186,2155
FBtr0350026,849,1412,1262,1816,691,468,1580,1171,1614,304,968
FBtr0350025,0,0,0,0,0,0,0,0,0,0,0
FBtr0350024,1120,1409,1439,1502,1314,1131,1213,794,1300,1009,862
FBtr0350023,2989,2833,2739,3586,2840,2769,3236,2753,3163,2498,2384
FBtr0350022,7227,6037,6201,6579,8879,8660,5024,2924,3981,7437,3449
FBtr0350021,6540,7726,6741,6501,7671,4153,7981,7150,8391,6897,5934
FBtr0350020,5357,6174,5928,4326,4823,4252,6623,5570,6908,4261,4087
FBtr0350029,1046,1520,994,871,863,740,1547,914,1450,954,771
FBtr0350028,2218,3063,2326,1709,1608,13368,3154,1343,2517,11635,1654
FBtr0210943,16,64,24,12,30,9,21,19,26,25,6
FBtr0210944,5438,5223,5095,4931,5079,4305,7121,5288,6800,4368,4647
FBtr0211016,1061,1391,1167,1328,1443,1023,1217,1263,1498,1169,964
FBtr0214028,1354,1202,1398,591,1164,734,1716,992,1132,694,748
FBtr0211014,3321,3542,3335,2651,2319,2601,3568,3162,4807,2645,2528
FBtr0211013,807,701,669,572,543,481,898,875,934,536,535
FBtr0211011,2797,3227,2605,2377,3023,2812,3569,2915,3834,2856,2633
FBtr0211018,87,42,44,0,202,105,85,154,76,64,59
FBtr0359420,65,419,1,2680,750,483,413,538,456,546,622
FBtr0363103,902,868,660,994,1081,673,980,688,872,559,501
FBtr0359422,11249,11944,10788,11327,11196,11825,12796,10170,13780,9723,10159
FBtr0359423,686,638,935,5,368,453,4,447,542,406,10
FBtr0359424,0,0,0,0,0,0,0,0,1,0,1
FBtr0359425,197,331,79,140,136,76,192,95,326,308,266
FBtr0363104,168,0,0,1092,1202,0,2829,1973,1483,2370,1658
FBtr0363105,319,453,1146,73,256,291,370,268,321,307,1066
FBtr0359428,111,0,0,138,135,145,0,136,122,0,0
FBtr0359429,0,107,0,0,83,129,87,0,123,0,0
FBtr0363108,302,72,1,49,122,206,132,1,177,164,88
FBtr0363109,0,0,0,0,0,0,0,0,3,0,0
FBtr0353646,0,235,0,0,0,0,1717,0,140,0,0
FBtr0353647,20,23,17,46,34,61,34,31,27,20,38
FBtr0353644,2922,2828,1628,1379,2109,900,1542,1587,2461,2921,1311
FBtr0353645,0,0,0,45,0,0,0,0,0,0,0
FBtr0353642,2171,2300,1936,1409,1360,1170,2931,2332,2954,1256,1015
FBtr0353643,2960,3874,2596,2662,2190,2780,3791,2234,2722,2494,1584
FBtr0353640,0,0,0,0,0,0,0,0,0,0,0
FBtr0353641,0,0,0,0,0,0,0,20,0,0,0
FBtr0353648,104,128,103,94,539,122,113,101,130,104,95
FBtr0353649,41820,47919,41038,42439,42850,45283,44113,35613,49171,36269,39758
FBtr0357736,101,81,88,165,131,110,76,133,106,44,113
FBtr0357737,1,5233,6109,1,1,1,1,1,1,4270,1
FBtr0357734,154,38,54,81,87,30,431,37,306,174,24
FBtr0357735,0,0,0,0,0,0,2,0,0,2,0
FBtr0357732,12360,12457,10664,11244,11738,11234,12761,12156,14788,12491,9856
FBtr0357733,1693,1568,1304,1306,1229,1751,1782,1825,1879,1770,1232
FBtr0357730,4,8,9,7,5,8,8,15,3,8,7
FBtr0357731,315,259,146,236,226,209,307,250,213,209,125
FBtr0357738,0,0,1,1,0,0,0,0,15,0,5
FBtr0357739,58,57,40,53,41,74,50,42,52,64,54
FBtr0218562,0,8,0,5,5,0,0,4,0,0,0
FBtr0218566,14051,14330,10561,18157,15785,25940,17200,12992,15785,18330,16220
FBtr0225546,895,650,669,775,698,584,1082,859,1014,535,609
FBtr0225544,3477,3413,2665,2580,2884,2554,3895,3070,4011,2821,2666
FBtr0225542,0,0,0,0,0,0,0,4,0,0,0
FBtr0225541,2414,2323,2283,2485,2526,1770,3590,2428,3327,2194,2237
FBtr0225540,876,814,444,519,422,562,895,527,756,692,747
FBtr0225549,11,0,0,12,0,3,4,0,0,0,4
FBtr0224499,14524,13171,12656,14742,15948,12242,20689,15049,19654,12620,13176
FBtr0224493,4168,4879,4100,4026,4548,4477,5198,4135,5144,3870,3922
FBtr0224497,14,29,9,12,0,7,37,16,21,5,0
FBtr0224494,6391,7290,6636,7117,7229,7599,7633,6467,8574,5732,6280
FBtr0216247,14300,12487,11684,15164,15756,11511,22341,14474,20092,12757,14532
FBtr0216244,0,0,0,0,0,0,0,4,0,0,0
FBtr0216242,0,0,0,0,0,0,0,0,0,0,0
FBtr0216243,0,0,0,5,0,0,0,0,0,0,0
FBtr0216248,0,4,20,8,7,0,0,4,5,5,0
FBtr0216249,0,0,0,15,0,0,6,0,0,0,1
FBtr0217114,0,4,7,9155,0,9945,3,3,0,2,7110
FBtr0217116,0,0,5,0,5,12,9,11,7,0,8
FBtr0217111,42321,39898,35055,50498,56924,41254,59347,44869,52859,40464,43132
FBtr0217112,1738,2016,1671,2347,2152,2517,2473,2137,2751,2685,2418
FBtr0352515,733,364,562,732,99,534,934,434,1274,771,828
FBtr0352514,1938,0,0,1244,0,2731,0,0,1562,0,873
FBtr0352517,44,0,0,0,0,0,31,0,0,0,0
FBtr0352516,0,11,0,0,0,0,24,0,0,0,0
FBtr0352511,9893,9524,9317,6858,8244,8480,12369,9534,11811,8917,8285
FBtr0352510,0,6,11,3,4,0,3,8,8,8,0
FBtr0352513,83,75,3325,2975,69,2277,73,99,65,72,1076
FBtr0352512,0,0,0,0,0,0,0,0,0,0,0
FBtr0352519,1228,1953,1486,1733,1071,1450,2065,1347,1567,1632,1235
FBtr0352518,94,74,77,114,97,2663,124,0,118,135,108
FBtr0356465,790,977,857,728,935,816,1139,843,1229,860,883
FBtr0356464,196,48,63,129,115,31,492,44,363,196,30
FBtr0356467,16,11,0,0,0,20,0,13,15,20,16
FBtr0356466,3,12,8,8,5,22,1,12,30,12,5
FBtr0356461,0,0,0,0,0,0,0,0,0,0,0
FBtr0356460,126,146,104,106,132,67,275,123,121,43,74
FBtr0356463,0,0,0,0,0,0,0,0,0,0,0
FBtr0212098,2798,2773,2436,2196,2334,2238,3370,2859,3342,2183,2156
FBtr0212096,2539,2380,2270,2019,2080,1454,3570,2524,3636,1587,1909
FBtr0212095,528,174,318,186,183,114,828,352,574,168,192
FBtr0356469,125,128,117,129,150,155,137,119,137,131,119
FBtr0356468,293,232,237,291,348,284,494,285,387,311,289
FBtr0220442,0,0,0,0,0,0,0,0,0,0,0
FBtr0212639,0,0,0,0,0,0,0,0,0,0,0
FBtr0212632,4234,4502,4133,3488,3869,3076,5915,4279,5871,3463,3496
FBtr0212631,4,20,11,10,4,12,48,16,35,0,0
FBtr0212637,2525,2600,2288,2028,2298,2117,3098,2606,3385,1981,2068
FBtr0212635,939,1017,935,767,742,670,1419,1015,1469,886,756
FBtr0212634,3,18,5,12,6,0,12,8,35,5,0
FBtr0354919,5220,5834,4355,5584,5144,1628,7127,5303,6981,4157,4849
FBtr0354918,3433,4007,4912,4598,5045,5648,5482,6036,5262,3465,5509
FBtr0354917,4,0,9,15,3,9,8,14,7,0,3
FBtr0354916,0,53,55,14,12,0,4,30,44,0,0
FBtr0354915,2373,2327,2144,1464,2630,1993,3066,3027,2435,3043,2158
FBtr0354914,1015,2210,1598,1581,2188,2295,3184,1190,2768,1513,911
FBtr0354913,16,0,0,0,0,0,4,5,0,2,0
FBtr0354912,4,17,0,2,0,3,0,1,0,0,0
FBtr0213320,110,133,90,102,91,72,111,15,62,84,95
FBtr0213321,0,0,0,0,0,0,0,0,0,0,0
